,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,year,month,partial_date,clean_date,weekofday
656004,5901138,2015-08-31 00:00:00,f,,,,,2015,8,08-31,2015-08-31,Mon
3731429,1759858,2015-06-28 00:00:00,f,,,,,2015,6,06-28,2015-06-28,Sun
1872459,5319522,2015-06-03 00:00:00,f,,,,,2015,6,06-03,2015-06-03,Wed
2477352,5814828,2015-08-30 00:00:00,t,78.0,,,,2015,8,08-30,2015-08-30,Sun
536745,1803691,2015-12-05 00:00:00,t,185.0,,,,2015,12,12-05,2015-12-05,Sat
4686940,4747249,2016-04-29 00:00:00,t,350.0,,,,2016,4,04-29,2016-04-29,Fri
502339,2032421,2015-08-31 00:00:00,t,75.0,,,,2015,8,08-31,2015-08-31,Mon
3436588,53945,2015-09-15 00:00:00,t,130.0,,,,2015,9,09-15,2015-09-15,Tue
2028621,5746471,2016-04-05 00:00:00,f,,,,,2016,4,04-05,2016-04-05,Tue
3874436,2055657,2016-04-15 00:00:00,t,318.0,,,,2016,4,04-15,2016-04-15,Fri
1555434,4661941,2015-11-10 00:00:00,t,139.0,,,,2015,11,11-10,2015-11-10,Tue
1227461,6494800,2016-04-19 00:00:00,t,85.0,,,,2016,4,04-19,2016-04-19,Tue
5043201,6289760,2016-05-20 00:00:00,t,160.0,,,,2016,5,05-20,2016-05-20,Fri
2083846,6107282,2015-07-25 00:00:00,f,,,,,2015,7,07-25,2015-07-25,Sat
4460593,733051,2016-03-13 00:00:00,t,155.0,,,,2016,3,03-13,2016-03-13,Sun
2665357,1851055,2015-09-29 00:00:00,t,75.0,,,,2015,9,09-29,2015-09-29,Tue
3851550,6020453,2015-08-03 00:00:00,t,160.0,,,,2015,8,08-03,2015-08-03,Mon
2053888,6107077,2015-06-27 00:00:00,t,168.0,,,,2015,6,06-27,2015-06-27,Sat
3317856,5617650,2015-05-31 00:00:00,f,,,,,2015,5,05-31,2015-05-31,Sun
516223,1180742,2015-09-14 00:00:00,f,,,,,2015,9,09-14,2015-09-14,Mon
2484839,5945936,2016-03-04 00:00:00,t,129.0,,,,2016,3,03-04,2016-03-04,Fri
172883,4457557,2016-01-17 00:00:00,t,824.0,,,,2016,1,01-17,2016-01-17,Sun
606114,2539969,2015-12-24 00:00:00,t,240.0,,,,2015,12,12-24,2015-12-24,Thr
1676948,4203994,2015-10-10 00:00:00,f,,,,,2015,10,10-10,2015-10-10,Sat
1673314,1385920,2015-10-26 00:00:00,t,325.0,,,,2015,10,10-26,2015-10-26,Mon
523893,951515,2015-09-19 00:00:00,t,195.0,,,,2015,9,09-19,2015-09-19,Sat
4374689,75512,2015-11-05 00:00:00,t,65.0,,,,2015,11,11-05,2015-11-05,Thr
1275086,5774231,2015-10-12 00:00:00,f,,,,,2015,10,10-12,2015-10-12,Mon
1227016,3611215,2016-01-30 00:00:00,f,,,,,2016,1,01-30,2016-01-30,Sat
1621709,107628,2015-06-08 00:00:00,f,,,,,2015,6,06-08,2015-06-08,Mon
2078893,6041717,2015-12-29 00:00:00,t,350.0,,,,2015,12,12-29,2015-12-29,Tue
3549808,5297600,2015-11-24 00:00:00,t,500.0,,,,2015,11,11-24,2015-11-24,Tue
3805350,6249558,2016-01-05 00:00:00,t,175.0,,,,2016,1,01-05,2016-01-05,Tue
1317003,4304753,2015-08-16 00:00:00,f,,,,,2015,8,08-16,2015-08-16,Sun
5013974,3242123,2016-04-23 00:00:00,t,175.0,,,,2016,4,04-23,2016-04-23,Sat
2821406,1163992,2016-04-10 00:00:00,t,54.0,,,,2016,4,04-10,2016-04-10,Sun
3578175,1562204,2015-08-13 00:00:00,t,75.0,,,,2015,8,08-13,2015-08-13,Thr
163762,5669899,2016-01-21 00:00:00,t,322.0,,,,2016,1,01-21,2016-01-21,Thr
4356723,5269042,2015-08-16 00:00:00,f,,,,,2015,8,08-16,2015-08-16,Sun
3428198,2675316,2015-09-20 00:00:00,t,77.0,,,,2015,9,09-20,2015-09-20,Sun
3020019,3618480,2015-06-03 00:00:00,t,80.0,,,,2015,6,06-03,2015-06-03,Wed
1566904,2695932,2016-04-13 00:00:00,t,90.0,,,,2016,4,04-13,2016-04-13,Wed
1937588,3321061,2015-11-09 00:00:00,t,35.0,,,,2015,11,11-09,2015-11-09,Mon
2642631,1352880,2015-06-25 00:00:00,f,,,,,2015,6,06-25,2015-06-25,Thr
1809719,3844477,2015-07-13 00:00:00,f,,,,,2015,7,07-13,2015-07-13,Mon
2772312,4768144,2015-10-09 00:00:00,t,195.0,,,,2015,10,10-09,2015-10-09,Fri
3931126,3759971,2015-08-09 00:00:00,f,,,,,2015,8,08-09,2015-08-09,Sun
358380,5146831,2016-04-03 00:00:00,t,162.0,,,,2016,4,04-03,2016-04-03,Sun
4478080,649822,2016-02-09 00:00:00,t,225.0,,,,2016,2,02-09,2016-02-09,Tue
1252560,4987625,2016-01-24 00:00:00,t,50.0,,,,2016,1,01-24,2016-01-24,Sun
523469,1840676,2015-07-22 00:00:00,t,168.0,,,,2015,7,07-22,2015-07-22,Wed
2816181,2998969,2015-12-17 00:00:00,t,695.0,,,,2015,12,12-17,2015-12-17,Thr
2295255,6403510,2015-10-07 00:00:00,f,,,,,2015,10,10-07,2015-10-07,Wed
1429320,4136789,2016-05-04 00:00:00,t,80.0,,,,2016,5,05-04,2016-05-04,Wed
145432,5145492,2015-11-02 00:00:00,f,,,,,2015,11,11-02,2015-11-02,Mon
730307,134553,2016-03-26 00:00:00,t,110.0,,,,2016,3,03-26,2016-03-26,Sat
4036339,3760632,2015-11-10 00:00:00,t,135.0,,,,2015,11,11-10,2015-11-10,Tue
64649,3178910,2015-07-07 00:00:00,t,55.0,,,,2015,7,07-07,2015-07-07,Tue
4776701,3469901,2016-03-31 00:00:00,f,,,,,2016,3,03-31,2016-03-31,Thr
3203891,1821896,2016-03-06 00:00:00,t,3500.0,,,,2016,3,03-06,2016-03-06,Sun
2379018,5453764,2016-04-02 00:00:00,t,65.0,,,,2016,4,04-02,2016-04-02,Sat
5147710,4914223,2015-09-17 00:00:00,t,143.0,,,,2015,9,09-17,2015-09-17,Thr
3767557,6052715,2015-06-21 00:00:00,t,160.0,,,,2015,6,06-21,2015-06-21,Sun
2904928,4932831,2016-02-07 00:00:00,t,70.0,,,,2016,2,02-07,2016-02-07,Sun
4345277,3916969,2016-04-06 00:00:00,t,99.0,,,,2016,4,04-06,2016-04-06,Wed
342148,6424674,2015-10-14 00:00:00,f,,,,,2015,10,10-14,2015-10-14,Wed
957964,4100985,2015-12-14 00:00:00,t,70.0,,,,2015,12,12-14,2015-12-14,Mon
3303766,6338533,2015-10-23 00:00:00,t,100.0,,,,2015,10,10-23,2015-10-23,Fri
1347294,2104664,2015-08-12 00:00:00,f,,,,,2015,8,08-12,2015-08-12,Wed
3789460,1465335,2015-06-24 00:00:00,t,175.0,,,,2015,6,06-24,2015-06-24,Wed
2292314,1226151,2015-09-16 00:00:00,t,465.0,,,,2015,9,09-16,2015-09-16,Wed
1235955,5773961,2015-07-28 00:00:00,t,50.0,,,,2015,7,07-28,2015-07-28,Tue
1167614,1743056,2016-05-02 00:00:00,t,125.0,,,,2016,5,05-02,2016-05-02,Mon
2069701,864328,2015-10-23 00:00:00,t,125.0,,,,2015,10,10-23,2015-10-23,Fri
4704397,1503351,2016-02-26 00:00:00,t,150.0,,,,2016,2,02-26,2016-02-26,Fri
2678364,3817210,2016-05-18 00:00:00,t,400.0,,,,2016,5,05-18,2016-05-18,Wed
5235061,6078065,2016-01-11 00:00:00,t,144.0,,,,2016,1,01-11,2016-01-11,Mon
1922281,6466692,2015-12-02 00:00:00,t,475.0,,,,2015,12,12-02,2015-12-02,Wed
709743,3083523,2015-11-23 00:00:00,t,130.0,,,,2015,11,11-23,2015-11-23,Mon
3281835,642759,2015-09-22 00:00:00,t,95.0,,,,2015,9,09-22,2015-09-22,Tue
5097283,260786,2015-07-22 00:00:00,f,,,,,2015,7,07-22,2015-07-22,Wed
2485702,1751638,2015-07-16 00:00:00,t,89.0,,,,2015,7,07-16,2015-07-16,Thr
2111387,1683785,2016-01-07 00:00:00,t,159.0,,,,2016,1,01-07,2016-01-07,Thr
589854,6523255,2015-06-07 00:00:00,t,75.0,,,,2015,6,06-07,2015-06-07,Sun
672752,5213191,2015-07-20 00:00:00,t,50.0,,,,2015,7,07-20,2015-07-20,Mon
3536277,1456356,2015-10-29 00:00:00,f,,,,,2015,10,10-29,2015-10-29,Thr
