id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9048768,New Modern Studio Near Downtown/USC,13108795,Linda And Gil,,Adams-Normandie,34.03400827255426,-118.30533888986342,Entire home/apt,65,1,2,2015-12-15,1.25,3,260
3052357,Modern 2BR Apt near Downtown/USC,13108795,Linda And Gil,,Adams-Normandie,34.032293860239236,-118.3041339229595,Entire home/apt,115,1,57,2015-12-19,3.20,3,303
2516036,*holiday special*  LA APARTMENT,12879495,Isaiah,,Adams-Normandie,34.02627504494591,-118.29976044688972,Entire home/apt,95,1,26,2015-11-07,1.24,2,363
7826236,Apartment in Central L.A.,37935472,Eli & Stephanie,,Adams-Normandie,34.03334762834846,-118.29519091382242,Entire home/apt,115,1,7,2015-10-10,1.45,8,259
8009373,Creative Art/Meeting Space,42071125,Daniel,,Adams-Normandie,34.033144069536384,-118.30130820005249,Entire home/apt,280,1,0,,,1,350
8152058,Charming 3bd Victorian loft dtwn LA,16467143,Jomar,,Adams-Normandie,34.02723983150665,-118.29722270791648,Entire home/apt,119,1,1,2015-11-21,0.68,2,62
9167855,Quarto compartilhado Los Angeles,47714615,Bruna,,Adams-Normandie,34.028396830334216,-118.29617428953385,Shared room,70,1,0,,,1,40
8924216,Small Private Room in L.A.,46666154,Liz,,Adams-Normandie,34.030179764408764,-118.29832799919575,Private room,58,1,1,2015-12-01,0.88,1,361
1051837,Los Angeles Rooms For Rent,2324191,Elisabeth,,Adams-Normandie,34.02794391424564,-118.29810667465286,Private room,55,1,18,2015-10-01,0.54,19,356
2560403,New Modern Studio near Downtown/USC,13108795,Linda And Gil,,Adams-Normandie,34.03391015384202,-118.30439981640149,Entire home/apt,60,1,18,2015-09-02,0.83,3,232
1471992,Los Angeles Room for Rent,2324191,Elisabeth,,Adams-Normandie,34.0323560664128,-118.29984890334451,Private room,48,1,18,2015-11-22,0.64,19,332
1552495,Small Room in Central L.A. (2),2324191,Elisabeth,,Adams-Normandie,34.03145440994987,-118.29989251403758,Private room,50,1,19,2015-09-27,0.77,19,308
1555070,West Adams Bungalow LA/ USC ,8279203,Tawny And Octavio,,Adams-Normandie,34.0292048805766,-118.30533592971057,Entire home/apt,89,2,76,2015-10-13,3.09,1,312
9174553,Large Private Cinema Style Room,23480749,Javier & Miguel,,Adams-Normandie,34.03552482105039,-118.2977658813877,Private room,59,3,2,2015-12-10,1.07,3,334
8974752,The creative treehouse artist loft.,4072379,Danielle,,Adams-Normandie,34.03306052399551,-118.30246139611313,Entire home/apt,350,1,0,,,3,365
8974737,Master Suite treehouse in art loft.,4072379,Danielle,,Adams-Normandie,34.03346958902854,-118.30116598743436,Private room,85,1,2,2015-10-28,0.85,3,365
6153123,Private Suite,2324191,Elisabeth,,Adams-Normandie,34.03058705455378,-118.29954844902255,Private room,81,1,5,2015-08-22,0.80,19,257
7185048,Spacious living room near downtown,23757383,Cathie,,Adams-Normandie,34.03248790077849,-118.30219089410826,Shared room,34,1,15,2015-12-14,3.46,1,34
9280752,Private Room w/key in heart of LA,23480749,Javier & Miguel,,Adams-Normandie,34.034637255860936,-118.29894566164558,Private room,45,3,1,2015-11-17,0.63,3,66
8358554,Chill on the couch,12879495,Isaiah,,Adams-Normandie,34.02615388842425,-118.30068439729023,Shared room,55,1,0,,,2,365
7898757,Studio with full bathroom,41646908,Ian,,Adams-Normandie,34.03141859276508,-118.29901648963383,Private room,30,1,3,2015-12-26,3,1,113
1080947,LA Room Rental,2324191,Elisabeth,,Adams-Normandie,34.02864096906932,-118.30129636463387,Private room,75,1,26,2015-08-10,0.81,19,332
7770889,Beautiful 2500 sqft storefront loft,13197064,Daniel,,Adams-Normandie,34.03347686887015,-118.30115043078031,Entire home/apt,275,1,0,,,1,365
6046004,Master Suite (Private Bathroom),19200935,Guilherme,,Adams-Normandie,34.02595968982241,-118.29893631817782,Private room,68,1,2,2015-10-25,0.83,1,365
9645396,URBAN Oasis close to DTLA/USC. RM 2,1545056,L,,Adams-Normandie,34.02959907748224,-118.30179365739833,Private room,45,1,0,,,2,66
8327493,Quality Master Bedroom near USC,16723651,Tyler,,Adams-Normandie,34.03057835255905,-118.29762845452669,Private room,69,2,2,2015-10-22,0.78,1,58
8924330,Private Room in Los Angeles,46666154,Liz,,Adams-Normandie,34.03139817940051,-118.29810975243589,Private room,60,1,0,,,1,363
5319351,USC studio - Downtown Los Angeles,12217297,David,,Adams-Normandie,34.026153068603655,-118.29420174568293,Entire home/apt,65,1,4,2015-04-17,0.41,3,365
3510544,Agoura Hills Private Room ,17675084,Marlene,,Agoura Hills,34.16636397666929,-118.74870279925906,Private room,80,1,23,2015-10-22,1.42,1,343
639945,4 Bedroom Mid-Century Modern House ,3180490,Elizabeth & Kenji,,Agoura Hills,34.131198342946035,-118.72117315972892,Entire home/apt,350,7,38,2015-09-27,0.94,1,0
9111945,Private & Lux Suite in Agoura Hills,47486557,,,Agoura Hills,34.1490547536482,-118.78035199075624,Private room,45,1,1,2015-12-18,1,1,179
4093938,Peaceful Modern Retreat Home,20984194,Jeremy,,Agoura Hills,34.15445495917184,-118.73926979297073,Entire home/apt,350,3,27,2015-12-17,1.80,2,179
4167319,A beautiful Town house near Malibu,5433968,Maryam,,Agoura Hills,34.14932324657214,-118.7706366433754,Entire home/apt,150,7,2,2015-06-30,0.22,2,317
7580157,Cal King & Twin in private room,32380257,,,Agoura Hills,34.1441406715896,-118.74234711318292,Private room,100,1,0,,,2,365
5698345,Beautiful Room in Agoura Hills,6375700,,,Agoura Hills,34.15276030079518,-118.7730623744627,Private room,55,3,1,2015-08-30,0.24,1,364
1370927,"Big, Kid-Friendly House with Yard!",7434012,Tori,,Agoura Hills,34.152921675628264,-118.78920543907199,Entire home/apt,150,5,4,2015-07-11,0.32,1,23
6810048,Office Space,35649860,Max,,Agoura Hills,34.143178034194584,-118.74249461985796,Shared room,987,1,0,,,1,179
5230843,"Heart Agoura Hills,  clean & bright",5706269,,,Agoura Hills,34.15441783055395,-118.79038380814912,Private room,55,3,4,2015-12-30,0.48,2,359
7842682,Agoura Hills Rainbow View...,41322776,Danna,,Agoura Hills,34.15693484821792,-118.78812245658892,Entire home/apt,280,2,16,2015-12-17,3.61,1,268
8295931,Parisian large apartment,43126477,Rhiannon,,Agoura Hills,34.14885624481192,-118.75933867224526,Entire home/apt,99,1,0,,,1,363
7586620,Super Nice  Room 20min to Malibu,39431398,,,Agoura Hills,34.14407308023951,-118.74241934036947,Private room,55,1,7,2015-10-11,1.34,1,363
5798058,Lovely room with a view ,3159697,,,Agoura Hills,34.150508622479336,-118.78746884848293,Private room,62,1,1,2015-05-10,0.13,1,363
683355,one bedroom with  shared bath.,3159697,,,Agoura Hills,34.14939297634711,-118.78755738049773,Private room,55,2,25,2015-11-29,0.65,1,364
6513704,Nice bedroom with shared bath,3159697,Tam,,Agoura Hills,34.15103579901806,-118.7876664556459,Private room,55,1,2,2015-11-15,0.53,1,365
5059964,Charming House on A Cul-de-sac,26128286,David,,Agoura Hills,34.15303233232593,-118.78732186515758,Private room,80,1,6,2015-08-16,0.55,1,335
8271459,Agoura Hills room near Malibu,43614705,,,Agoura Hills,34.15658934975999,-118.78246362234988,Private room,65,1,0,,,1,365
4589416,"2B Suite w/Kitchenette,bath & views",18090781,,,Agoura Hills,34.13997526831079,-118.74433803551791,Private room,99,1,27,2015-12-28,2.46,1,354
989831,Be my guest at newly remodeled home,5433968,,,Agoura Hills,34.14854853604788,-118.77098416798917,Private room,70,2,16,2014-10-10,0.50,2,316
3175657,Nice California King Size bed,5433968,,,Agoura Hills,34.14939924862702,-118.76920235840836,Private room,75,2,5,2015-10-11,0.30,2,316
6423582,PrivateCalKingbed right off Hwy 101,32380257,,,Agoura Hills,34.1459792817808,-118.7430912989587,Private room,49,1,4,2015-12-08,0.73,2,361
6390085,LA잠자리4(man's room),31539640,La,,Arlington Heights,34.05235200999557,-118.31664583110354,Shared room,25,2,8,2015-11-23,1.11,2,362
300371,Relocating? Save Money!,1497543,Kellie,,Arlington Heights,34.04702550686593,-118.31343332763045,Shared room,33,3,41,2015-10-16,0.85,3,359
892469,Audrey Hepburn room-I'm Australian,4743375,Rebekah,,Arlington Heights,34.0394271676111,-118.3274870341894,Private room,55,1,117,2015-12-19,3.37,4,262
1869249,Photo Shoots and Filming in LA,7577256,Nia,,Arlington Heights,34.05158621226909,-118.31952441280441,Entire home/apt,158,1,8,2015-02-10,0.31,1,365
7874648,King size bedroom/private full bath,28422470,Sultan,,Arlington Heights,34.05144805974855,-118.32376722996179,Private room,55,1,18,2015-12-29,5.14,1,351
404795,Gramercy Place,1497543,Kellie,,Arlington Heights,34.04564291316496,-118.3140905196151,Shared room,33,3,16,2015-08-13,0.37,3,365
4777256,Beautiful Historical West Adams,21812739,Rodger And Shimeka,,Arlington Heights,34.03663214475785,-118.32185867456771,Entire home/apt,115,3,36,2015-12-22,3.38,1,150
5909633,Quiet Oasis in Historic Square,6829,Barrett,,Arlington Heights,34.04362932117267,-118.3290346602019,Shared room,130,1,17,2015-10-20,1.97,3,361
404691,Hostel in the heart of Los Angeles,1497543,Kellie,,Arlington Heights,34.04596697887786,-118.31378606619778,Shared room,33,3,24,2015-10-24,0.58,3,365
15154,Gorgeous Guest House -Close to all!,59281,Virginia,,Arlington Heights,34.04939201732109,-118.31645965997501,Entire home/apt,100,2,272,2015-12-26,3.86,1,265
1641253,Spacious Private Room Mid-City / LA,6245770,Jesse,,Arlington Heights,34.04048554613339,-118.32102406055176,Private room,54,3,47,2015-12-14,1.76,1,14
8012663,Historic Los Angeles Craftsman Home,42306649,Jeremy,,Arlington Heights,34.04867326898042,-118.31985949730743,Private room,49,1,12,2015-12-15,4.24,2,353
8867000,"""The Peace Room""",46188385,,,Arlington Heights,34.043474346939526,-118.3151079212247,Private room,49,2,5,2015-12-24,2.14,2,345
6574654,Shared Spacious Central Apartment!,1763193,Jamie,,Arlington Heights,34.050423951182644,-118.32432169809437,Private room,80,3,2,2015-09-01,0.39,1,365
2644961,Mid City LA Oasis Centrally Located,13538919,Samzie,,Arlington Heights,34.04872876173485,-118.32026925521396,Entire home/apt,135,1,4,2015-12-12,1.88,2,359
288038,HOSTEL in great location!,1497543,Kellie,,Arlington Heights,34.04640698654674,-118.31393880971294,Shared room,33,3,60,2015-12-08,1.22,3,349
2784096,2 bedrm Cozy Cottage-I'm Australian,4743375,Rebekah,,Arlington Heights,34.03718069011492,-118.32454576831941,Entire home/apt,100,1,82,2015-12-30,4.10,4,360
2430715,Charming Alcove ,12423079,Allan,,Arlington Heights,34.05146237488419,-118.31552089706629,Shared room,35,2,6,2015-01-27,0.28,1,329
6261398,Close to Everything! Sleeps 6. FAB!,25638454,Eli,,Arlington Heights,34.04104035859773,-118.31695071455374,Entire home/apt,157,2,13,2015-12-06,1.60,1,196
300407,Hostel-near Hollywood & Downtown!,1497543,Kellie,,Arlington Heights,34.04572300879024,-118.31397342902848,Shared room,33,3,40,2015-11-15,0.85,3,365
5805878,Furnished room in a charming house,29764429,,,Arlington Heights,34.04305173144942,-118.31698407809779,Private room,130,1,0,,,1,365
9127517,Alternative Break at Gramercy Place,1497543,Kellie,,Arlington Heights,34.04706614830597,-118.31390111201274,Shared room,33,1,3,2015-12-06,1.73,3,363
6201377,Private bedroom in LA City,32159384,,,Arlington Heights,34.04434853152662,-118.32173161188362,Private room,55,2,6,2015-12-02,1.11,3,292
6201435,Private Room in LA City,32159384,Myong / Jane,,Arlington Heights,34.04461496068561,-118.32198896394902,Private room,55,2,3,2015-10-02,0.49,3,362
2203321,"Entire 1BD ""Lower"" Apt. Mid-City/LA",6245770,,,Arlington Heights,34.03990931474068,-118.32395118084544,Entire home/apt,103,2,68,2015-12-21,3.36,1,78
4235022,Huge&tidy room for rent/midcity LA,3541461,,,Arlington Heights,34.04584859485242,-118.31779611058468,Private room,48,7,2,2015-02-14,0.15,3,1
3916294,"ROOMY, SUNNY IN THE HEART OF TOWN!",6411884,,,Arlington Heights,34.03619205359656,-118.32568799734025,Entire home/apt,85,4,4,2015-12-14,0.28,1,305
5884952,Historic Hollywood Charm! Pvt Room,1763193,Jamie,,Arlington Heights,34.04975820207838,-118.32252767466873,Private room,89,1,2,2015-08-04,0.36,1,365
4510204,Mid-City LA Private Bedroom!,16660123,,,Arlington Heights,34.03993736537974,-118.3162996770426,Private room,65,1,0,,,1,365
776201,STUDENT HOUSING,1497543,Kellie,,Arlington Heights,34.04566841217473,-118.31367673354403,Shared room,38,3,15,2015-10-31,0.48,3,362
3123678,Come and swim in my pool! ,871934,,,Arlington Heights,34.05198438761127,-118.32055830810012,Entire home/apt,67,28,2,2015-05-23,0.26,1,336
5175424,Havana Hollywood!  Private-Central!,1763193,Jamie,,Arlington Heights,34.04984075063954,-118.3248396323026,Private room,99,1,6,2015-12-07,0.60,1,362
4777199,Arlington Heights Gem,1456157,,,Arlington Heights,34.04021095648429,-118.3151342336234,Entire home/apt,200,1,0,,,1,364
3209078,Central House & Garden Parking WiFi,4365606,Thomas,,Arlington Heights,34.03786724935195,-118.32825507367494,Entire home/apt,112,3,34,2015-11-07,1.98,1,364
6076275,LA잠자리,31539640,La,,Arlington Heights,34.052462786813045,-118.31699768074581,Shared room,25,2,22,2015-12-16,2.81,2,350
308584,An Oasis in Los Angeles,1497543,,,Arlington Heights,34.047608991945665,-118.31346740463174,Private room,65,3,14,2015-11-12,0.37,3,365
308582,An Oasis in the heart of L.A.,1497543,,,Arlington Heights,34.047618853272915,-118.31340348943677,Private room,65,1,13,2015-07-17,0.30,3,365
6201593,Suite Pad In KoreaTown,32159384,,,Arlington Heights,34.04433968018704,-118.32008121381992,Entire home/apt,115,2,1,2015-07-05,0.16,3,362
6201491,Private room in heart of LA!,32159384,Myong / Jane,,Arlington Heights,34.045852486772716,-118.3211763698306,Private room,70,2,3,2015-08-23,0.44,3,362
6201466,Private Bed & Bath in LA City,32159384,,,Arlington Heights,34.04471425277349,-118.31998012759684,Private room,75,2,0,,,3,362
951044,Lil Zen Den Studio-Aussie-CentraLA,4743375,Rebekah,,Arlington Heights,34.03641901497833,-118.3242382688337,Entire home/apt,78,1,113,2015-12-29,4.06,4,354
951058,French Cosy Rm-Aussie-Reikimassage,4743375,Rebekah,,Arlington Heights,34.03815796048321,-118.3266572453696,Private room,65,1,92,2015-12-16,3.50,4,347
300343,Near the LA Convention Center,1497543,,,Arlington Heights,34.04615899695634,-118.31336633868075,Private room,65,1,11,2015-09-30,0.24,3,365
9138432,"""The Grace Room""",46188385,La Donna,,Arlington Heights,34.04247323561009,-118.3157752815657,Private room,40,2,4,2015-12-27,2.35,2,317
1273424,"Entire 1BD ""Upper"" Apt. Mid-City/LA",6245770,Jesse,,Arlington Heights,34.042126220782066,-118.32375419400292,Entire home/apt,108,2,121,2015-12-26,4.08,1,80
4242907,Tiny and cozy room near downtown LA,3541461,,,Arlington Heights,34.04599349268808,-118.31894412950227,Private room,45,14,4,2015-01-26,0.28,3,143
1403949,Elegant Private Suite- LA,7577256,,,Arlington Heights,34.050169156162966,-118.3188690820233,Private room,99,1,44,2015-11-08,1.50,1,356
9234266,Gorgeous 1BR in the heart of L.A.,47999370,,,Arlington Heights,34.04759277826518,-118.32147899001203,Entire home/apt,119,1,0,,,1,364
9920792,Clean room in a historic home,42306649,Jeremy,,Arlington Heights,34.04924773377168,-118.31900010343898,Private room,49,1,2,2015-12-28,2,2,261
5526921,Large Room in Historic Square,6829,,,Arlington Heights,34.04223097582819,-118.32922057979826,Private room,55,1,7,2015-11-02,0.79,3,363
2644412,"Metropolitan Oasis, Mid- LA Lovely!",13538919,Samzie,,Arlington Heights,34.0492220394818,-118.32040110412065,Private room,75,1,2,2015-12-13,0.85,2,365
10235519,Research Library @ The Belafonte,41394522,Joan & Luis,,Arlington Heights,34.036600847550844,-118.32329366492044,Private room,75,1,0,,,5,364
9392107,"""The Zen Room""",46188385,La Donna,,Arlington Heights,34.042459008337765,-118.31487972912744,Private room,40,1,4,2015-12-27,2.86,2,185
2248523,NICE ROOM FOR RENT - MID CITY L.A.,3541461,,,Arlington Heights,34.047798259280086,-118.31831607919379,Private room,49,15,1,2014-03-21,0.05,3,208
822309,Three room guest suite,4318382,,,Arlington Heights,34.0375739187552,-118.31401028276157,Private room,98,2,1,2014-08-27,0.06,1,365
6109899,LA잠자리2,31539640,,,Arlington Heights,34.05270290955192,-118.31700920720053,Private room,70,1,0,,,2,365
9111410,Cute & Cozy Mid City 1BR + Parking,24336547,Ashley,,Arlington Heights,34.0515430595197,-118.32200414826934,Entire home/apt,82,2,6,2015-12-21,2.86,1,15
10108385,Bright & big room in upstairs,44633512,Li,,Alhambra,34.0704929200989,-118.11342397460396,Private room,40,1,0,,,3,174
5918354,Charming Bedroom/private bath ,15878447,Betty,,Alhambra,34.08065563868884,-118.11753933382582,Private room,45,7,5,2015-12-07,1.01,8,329
6263667,Simple Room,15677045,Michael,,Alhambra,34.096668029951616,-118.1334905237682,Private room,40,1,19,2015-11-05,2.54,3,365
4099964,Clean private room w deadbolt lock,1466173,Kelly,,Alhambra,34.07324690800909,-118.1372874657178,Private room,45,3,17,2015-12-12,1.10,3,337
6416498,"Beautiful room in Alhambra, CA",20672328,Kakiong,,Alhambra,34.092185303955866,-118.11776366724156,Private room,60,5,8,2015-12-06,1.30,1,341
4070707,Nice Private Room Separate Entrance,13245574,Lisa,,Alhambra,34.0846107330745,-118.130718122011,Private room,30,3,32,2015-12-31,2.10,4,328
435885,"Los Angeles, Pvt Room w Own Bath! 3",1466173,Kelly,,Alhambra,34.07401019377487,-118.13884526016226,Private room,60,3,11,2015-10-28,0.25,3,318
8822977,Newly Renovated MASTER Bedroom!,46216270,Wayne,,Alhambra,34.0956132496208,-118.12212090830562,Private room,70,1,1,2015-12-05,1,1,342
8001276,room with private bathroom,42237115,Francisco,,Alhambra,34.08670976552903,-118.12473384625655,Private room,46,2,7,2015-12-14,1.65,1,359
9968589,Private room in Alhambra CA,51225968,Masako,,Alhambra,34.076698108141926,-118.12631925845913,Private room,49,7,0,,,1,365
8127129,Great neighborhood,36908210,Lina,,Alhambra,34.10667476115529,-118.1289099869255,Private room,80,1,1,2016-01-02,1,1,364
4524622,您在洛杉矶的家！华人区Monterey Park高档三房公寓,13789616,Fiona,,Alhambra,34.070664419899025,-118.13466108836859,Entire home/apt,260,2,0,,,1,311
5640425,Cute & cozy studio apt w parking,29231132,Mariela,,Alhambra,34.10621228011569,-118.13305871393715,Entire home/apt,65,1,7,2015-11-01,0.83,1,182
9448893,"""安静安全干净+交通生活便捷""经济实惠落脚点LA /千里之行始于足下…",26396988,图逸,,Alhambra,34.06429101125178,-118.15345017134928,Private room,59,3,2,2016-01-01,2,4,360
10035215,Private room in Alhambra CA,48800795,Steven,,Alhambra,34.07668468988898,-118.12641201153593,Private room,45,7,0,,,1,347
9777560,luxury apt close to DTLA & Pasadena,20968627,Julie,,Alhambra,34.09291193084022,-118.13062438217462,Entire home/apt,115,1,1,2015-12-24,1,1,363
7025105,Charming Alhambra/ So Pas Prvt Room,36824414,Karen,,Alhambra,34.09116464263393,-118.15931820544375,Private room,38,1,2,2015-12-11,0.87,1,237
3615602,Office/Bedroom for rent,15677045,Michael,,Alhambra,34.09659943814268,-118.1343980028122,Private room,42,1,14,2015-12-31,0.97,3,358
7023637,Large master bedroom w/own bathroom,32306869,Yoga,,Alhambra,34.09713333806373,-118.13157549580231,Private room,49,1,11,2015-10-14,1.84,2,350
7023661,Entire Luxury 1 Bedroom Condo,5493138,Vivian & Cuyler,,Alhambra,34.09340202389135,-118.13075015506139,Entire home/apt,168,2,2,2015-10-27,0.40,2,236
3944291,Small studio but has ALL you need.,20438160,Charlene,,Alhambra,34.06408908059654,-118.1512938174808,Private room,55,1,3,2015-12-04,0.21,2,347
7224956,"Cozy, Private Room close to Main St",27715238,Jennifer,,Alhambra,34.099345815464694,-118.1335431026507,Private room,49,1,2,2015-07-16,0.34,1,153
804614,Spanish home near Pasadena,4080305,Shawn,,Alhambra,34.08930944199903,-118.15349313940024,Entire home/apt,250,3,12,2015-11-28,0.33,1,365
413586,"Los Angeles, Pvt Room w Own Bath! 2",1466173,Kelly,,Alhambra,34.074607026563136,-118.13689561439396,Private room,42,1,39,2015-12-18,0.87,3,335
4805121,New Two bedrooms condo in Alhambra,9511316,Katherine,,Alhambra,34.0934738825899,-118.13093371573919,Entire home/apt,185,1,13,2015-12-30,1.07,1,304
8344112,Upgraded 2 bed 2 bath condo,43360468,Gina,,Alhambra,34.09253390072919,-118.13368169853209,Entire home/apt,110,2,0,,,1,86
8475318,Quiet & clean room on upper floor,44633512,Li,,Alhambra,34.070207576997056,-118.11361761525384,Private room,40,1,1,2015-10-05,0.33,3,292
9823038,华人区，安静舒适整洁，近亚洲超市、公交车，华人餐饮。有停车位。独立出入,50486495,Queenie,,Alhambra,34.076150521856235,-118.1363346979516,Entire home/apt,98,1,2,2015-12-29,2,2,298
9199931,1 Bedroom Apartment in Alhambra,47263444,Angie,,Alhambra,34.09586681341102,-118.12958240147124,Entire home/apt,60,1,1,2015-12-29,1,1,345
616259,Private room w private bath,649486,David,,Alhambra,34.06729710923597,-118.14777263443496,Private room,55,1,11,2015-10-26,0.27,1,335
7946509,Private Bedroom in LA!,41905610,孙,,Alhambra,34.084781983013656,-118.10907584126437,Private room,76,1,0,,,2,365
3897363,Private Master One Bedroom w/n bath,20177365,Ashley,,Alhambra,34.089857022304464,-118.12419516387091,Private room,61,7,0,,,1,285
2586819,Entire Master Suite w Own Entrance,13245574,Lisa,,Alhambra,34.08350737561963,-118.13050519168995,Entire home/apt,49,1,96,2015-12-29,4.66,4,317
4155987,Private bedroom in super clean home,20438160,Charlene,,Alhambra,34.06403876492538,-118.14981720305337,Private room,50,1,3,2015-12-14,0.27,2,365
10125534,"*夜求一宿单身独行者*而设的安静安全干净，公车自驾交通便捷首选""蜗居""",26396988,图逸,,Alhambra,34.062945629489086,-118.15298464915494,Private room,29,1,0,,,4,336
4031714,Entire upper 3+1,11028275,Yi,,Alhambra,34.070403936557284,-118.12258061308906,Entire home/apt,115,1,20,2015-12-13,1.31,7,327
393810,"Los Angeles, Pvt Room w Own Bath!",1466173,Kelly,,Alhambra,34.075174889847546,-118.13670238912887,Private room,49,1,42,2015-12-06,0.92,3,358
6391490,Homey and Convenient,2491737,Teresa,,Alhambra,34.09495023945802,-118.13093831758043,Private room,65,1,3,2015-09-27,0.48,1,365
6730240,Sunny Peaceful Room w Private Bath,5493138,Vivian & Cuyler,,Alhambra,34.09365010082452,-118.13065708161365,Private room,88,1,37,2016-01-01,5.50,2,107
3125907,Close to downtown L.A & the valley,980006,Ebony,,Alhambra,34.08761460791773,-118.11755273123043,Private room,75,1,0,,,1,365
9092697,Quiet studio apartment with charm,46297050,Freddie,,Alhambra,34.097363559992296,-118.14037374891366,Entire home/apt,60,1,7,2015-12-01,3.39,1,213
4259030,California Orange Home 加州橙香客栈,18228836,Andy,,Alhambra,34.087514237617725,-118.14340654791508,Private room,65,1,14,2015-10-19,1.14,2,365
8305602,Cozy Master Suite,20423830,Raymond,,Alhambra,34.086750860367886,-118.12151499350202,Private room,160,1,0,,,2,365
9928569,Cozy fully  renovated home in SG,51037313,Cy,,Alhambra,34.10620347964615,-118.11800949943843,Entire home/apt,225,1,0,,,1,361
9564654,Private Mini Room in LA,49518584,Ron,,Alhambra,34.0637064545655,-118.14987199313947,Private room,45,1,1,2015-12-11,1,1,365
6286975,Clean quiet cozy room,32682783,Shirley,,Alhambra,34.08906293925469,-118.14281095545097,Private room,49,1,1,2015-11-09,0.54,1,365
7203673,Cozy private safe one bedroom,32306869,Yoga,,Alhambra,34.099382405246416,-118.13104115548191,Private room,30,1,9,2015-12-23,1.51,2,326
9759952,Alhambra 好房，交通便利,48163045,Rosa,,Alhambra,34.08214909223463,-118.10947969587092,Private room,40,1,0,,,2,35
9824768,"Near downtown,Privacy with bathroom",50486495,Queenie,,Alhambra,34.075316982994174,-118.13639460279622,Private room,45,1,5,2015-12-31,5,2,141
9888779,Atlantic time square 2 bed2 bath,37362505,Linn,,Alhambra,34.06987016802946,-118.13498257848094,Entire home/apt,140,2,0,,,3,357
2978553,Private Room with Separate Entrance,13245574,Lisa,,Alhambra,34.08612464583995,-118.13032484974177,Private room,28,1,75,2015-12-28,3.78,4,339
4072794,upper level two rooms with master ,11028275,Yi,,Alhambra,34.07046175787489,-118.1224697741831,Entire home/apt,75,1,10,2015-11-23,0.74,7,336
3858385,Private room w lock and bathroom  4,1466173,Kelly,,Alhambra,34.07321691173829,-118.13726788101314,Private room,38,1,15,2015-09-08,0.90,3,347
6378358,Very Clean and Spacious 1 bedroom,33246982,Desiree,,Alhambra,34.08597114443644,-118.13020885275544,Entire home/apt,100,2,7,2015-09-21,1.11,1,211
8106112,"Single House, Master Bedroom!",41415651,Michael,,Alhambra,34.08378483592929,-118.13122483749085,Private room,58,1,1,2015-10-03,0.32,3,365
5184620,1908 Craftsman + Fresh Breakfast,3962732,Daniel,,Alhambra,34.09931968038647,-118.13808141977333,Private room,88,1,4,2015-06-12,0.52,1,180
3908406,Big Private Room/separate entrance,13245574,Lisa,,Alhambra,34.08582991236206,-118.13039103261175,Private room,33,1,47,2016-01-01,2.88,4,326
8034435,"Bright, clean, quiet, comfortable",13299274,Melissa,,Alhambra,34.084950994185014,-118.15912850998122,Private room,45,1,5,2015-12-24,1.27,1,356
7308568,Beautifull views of L.A. !!!,25372259,Alejandro,,Alhambra,34.06430385580743,-118.1485804419058,Private room,65,2,0,,,1,365
